Poids,Volume,Conductivite,Opacite,Rigidite,Prix_Revente,Cluster
16.708779878885796,70.94097654208932,0.0,1.0,1.0,0.8354389939442899,1
47.27747627434259,64.70292526037132,0.0,0.553483867864301,3.0,4.727747627434259,1
39.19302869707755,317.41518289584855,0.0,0.553483867864301,9.0,4.211790113681422,0
39.19302869707755,21.474390728113523,0.0,0.553483867864301,1.0,0.4420673081225436,1
39.19302869707755,59.46217555431896,0.0,1.0,5.0,0.7230037589117354,1
32.95477524423183,43.962633117130494,0.0,0.3523563426524086,4.0,3.2954775244231835,1
187.7600073603065,400.170298955338,0.0,0.0127023659180002,8.0,5.6328002208091945,0
132.167170236169,252.3468400132625,0.0,0.0112750993301854,9.0,3.96501510708507,0
16.712284590037573,71.65516131026371,0.0,1.0,1.0,0.8356142295018787,1
60.07865549577275,121.09692286684034,0.953797483036102,1.0,7.0,18.023596648731825,2
11.77862409916026,50.67665590448436,0.0,0.553483867864301,1.0,0.5889312049580131,1
9.661897853087028,16.476206005748185,0.0,1.0,3.0,4.135356069871986,1
10.639481172982205,7.8584841229505,0.0,1.0,1.0,0.5319740586491103,1
20.302234070552338,71.43188807946832,0.0,1.0,3.0,1.015111703527617,1
33.32314011979592,51.67654950846076,0.0,0.4081230803615173,4.0,3.332314011979592,1
164.46263232583098,346.78177193763906,0.0,0.1632771470426124,8.0,4.93387896977493,0
24.36741388539637,99.5199835950106,0.0,0.36821431146603,5.0,2.4367413885396374,1
44.89045173884479,107.33740684729185,0.0,0.2851856646035643,4.0,4.489045173884479,1
32.031135479465064,65.05372554491822,0.0,0.4432351398167541,4.0,3.2031135479465065,1
9.083707436671125,-22.61722868185976,0.0,1.0,3.0,0.4541853718335562,1
65.40253503203273,165.1770575443392,0.8901820894832209,1.0,9.0,19.62076050960982,2
2288.584663671388,430.1149035699797,0.0,0.172472741749349,8.0,6.865753991014163,4
57.0799460718378,142.55335169455049,0.0,55.0,7.0,17.12398382155134,5
27.186148934489136,21.07843394507812,0.0,0.5920130301141908,3.0,2.7186148934489136,1
18.51945093844259,24.99377781924165,0.0,0.4318599737886953,5.0,1.851945093844259,1
65.49897369145272,112.20035165635834,0.836376016879829,1.0,10.0,19.64969210743581,2
39.19302869707755,145.20708181878956,0.9030472109728422,1.0,10.0,22.48701849854019,2
53.29974793963999,97.08606891990794,0.8081737232532958,1.0,7.0,15.989924381891996,2
39.19302869707755,8.362110920454889,0.0,0.212721872594066,4.0,1.7197088717647444,1
28.92969640045442,37.154546352521365,0.0,0.282533487362317,4.0,2.8929696400454423,1
168.76016014931568,321.14678059225974,0.0,0.0643165529360058,9.0,5.062804804479471,0
195.43766972071617,414.96804089294886,0.0,0.0163518063897743,9.0,4.135356069871986,0
26.20942353817679,31.2272641520206,0.0,0.2010380097534586,3.0,2.620942353817679,1
62.72260466440965,109.94057345546555,0.997251399173363,1.0,9.0,18.81678139932289,2
55.874224542725344,65.710025790739,0.9236509543060591,1.0,9.0,16.762267362817603,2
233.42188314435668,471.893362055585,0.0,0.0124682725022482,10.0,7.0026564943307,0
38.51402092378829,57.26932493164575,0.0,0.553483867864301,4.0,3.851402092378829,1
39.19302869707755,356.54471671091096,0.0,0.0794327665008165,8.0,5.077611719558298,0
39.19302869707755,325.25829955915566,0.0,0.1127930184037672,8.0,4.7060221135460045,0
11.767135578787368,1.9033110852868376,0.0,1.0,1.0,0.5883567789393684,1
16.09111366265548,50.39350977273257,0.0,1.0,2.0,0.804555683132774,1
14.960136793416911,59.51915636463434,0.0,1.0,3.0,0.7480068396708457,1
83.44220349312167,177.99721177891402,0.9115484531900876,1.0,10.0,25.0326610479365,2
19.62753845673544,35.44830335179871,0.0,0.3135103623194898,5.0,1.962753845673544,1
32.2599727409403,81.31489423983487,0.0,0.553483867864301,5.0,3.22599727409403,1
30.27690931616213,63.101128203067375,0.0,0.2948907166943978,4.0,3.0276909316162133,1
23.829095917131248,22.48135100321859,0.0,0.3951239203234952,4.0,4.135356069871986,1
12.038030378805654,6.79624536401499,0.0,1.0,3.0,0.6019015189402828,1
62.609494937543545,143.37642881993563,0.9834791226171063,1.0,9.0,18.782848481263063,2
39.19302869707755,117.80468459946516,0.0,1.0,9.0,15.404529012442502,0
17.83170065259511,52.29976482729548,0.0,1.0,5.0,0.8915850326297555,1
34.95892078317942,80.78504541395755,0.9538985866383872,1.0,8.0,10.487676234953826,2
18.20291003474576,20.110137509685565,0.0,1.0,3.0,0.9101455017372878,1
39.87493005700723,95.0339478740526,0.0,0.2349160718358701,4.0,3.9874930057007214,1
14.669601006763417,5.118878018277702,0.0,1.0,3.0,0.7334800503381709,1
12.704199069908544,50.24267733286397,0.0,0.3817071888876399,3.0,1.2704199069908544,1
40.0629280921444,68.58801879382582,0.0,0.3018562619055055,3.0,4.0062928092144405,1
251.6963481665497,491.3044067704652,0.0,0.1588578899932925,10.0,9999.0,3
15.84864642195187,33.485171226816725,0.0,1.0,3.0,0.7924323210975935,1
182.597693624187,362.0818425405324,0.0,0.1148946226359823,8.0,5.47793080872561,0
16.68801331037601,25.138487298302675,0.0,0.553483867864301,2.0,0.8344006655188005,1
17.580623642888455,44.67112011476039,0.0,0.553483867864301,1.0,0.8790311821444228,1
196.3044945889133,413.3074077194386,0.0,0.1046130849538238,8.0,5.889134837667399,0
171.89390043967384,362.7401396325759,0.0,0.1633198878943154,10.0,5.156817013190215,0
17.762665761737203,41.43634054305746,0.0,1.0,1.0,0.8881332880868602,1
75.77389561007499,134.67689197524055,0.9005440780184959,1.0,7.0,22.732168683022497,2
17.894988409306315,3.52176370759679,0.0,0.4127429918752696,3.0,1.7894988409306316,1
187.06843674325697,389.5541773642533,0.0,0.553483867864301,9.0,5.6120531022977085,0
42.14722059686548,66.67716830396574,0.0,0.4774870429613354,5.0,4.214722059686548,1
59.80883774267448,140.70557980233124,0.9482921822278092,1.0,9.0,17.94265132280234,2
52.68907464118279,113.45456045595168,0.8623444135591096,1.0,7.0,15.806722392354835,2
39.19302869707755,112.85112665043069,0.8409089186338927,1.0,8.0,15.764134352973205,2
194.36939477239176,88.08421669980203,0.0,0.0684163497431814,9.0,5.831081843171752,0
26.32795638439036,66.17208736966234,0.8914000438563356,1.0,10.0,7.898386915317108,2
218.60924891548785,428.32574666606286,0.0,0.553483867864301,10.0,6.5582774674646345,0
81.2137689391862,152.95576225883022,0.8024406144636089,1.0,9.0,24.364130681755857,2
34.13434903223701,105.80461431563536,0.0,0.3007196235627811,3.0,3.413434903223701,1
18.222144585076467,22.83905742627477,0.0,0.3694387449681932,4.0,1.8222144585076467,1
15.902654209027157,84.67674008602532,0.0,0.553483867864301,1.0,0.7951327104513579,1
38.67849036663182,58.62670038332891,0.0,0.4371851621035286,3.0,3.8678490366631824,1
16.08430518491469,88.08421669980203,0.0,1.0,2.0,0.8042152592457346,1
